Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Report,Video,playerId
"Alberto Figuereo","TBR","2B","R",0,36,"","40",2023,"High","19.5","5' 9""","145","S","R","2017 J2 (TBR)","Dominican Republic","We're undeterred by Figuereo's childlike measurables because, for a 5-foot-8 guy, he actually has a good frame and lots of present baseball skill that should start yielding on-field results as he gets stronger. He's a plus athlete and runner with a high baseball IQ, switch-hits, and is going to stay on the infield. Unlike his prototypically-sized peers, whose attributes are more obvious in showcase environments, it takes longer to get a feel for and appreciate skillsets like Figuereo's. We think it's why skills-over-tools infielders like this tend to sneak up on us, and we're trying to suss out this profile earlier than we have in the past. If Figeureo's strength never materializes, he's probably just a utility guy, at best. If it does, he could be a well-rounded every day player.","","sa3005583"
"Patrick Weigel","ATL","RHP","AAA",0,20,"","40",2019,"High","25.3","6' 6""","230","R","R","2015 Draft Rnd 7 (ATL)","Houston","As an amateur, Weigel was a big dude with an upper-90's fastball and little else that showed much consistency, which allowed him to slip to the seventh round. In pro ball, Weigel was able to put it together as a starter, continuing to run his heater into the upper-90's, but working more 92-94 mph with a four pitch mix that was also average or better. Due to the power of his repertoire and approach, and his long frame, Weigel had the sort of fringy command that made him seem better suited to being a multi-inning reliever than a starter. He underwent Tommy John surgery once he reached Triple-A in 2017 and returned to the mound late in 2018. In instructional league, Weigel's arm speed was mostly back, hitting 96 mph, but the stamina and crispness of his offspeed pitches wasn't quite there yet. It's still too early to expect him to be completely back and there's an expectation that he will return to his prior form in the upcoming season. That belief led the Braves to add him to the 40-man, as he would've been a strong candidate for a rebuilding team looking to buy low on him in the Rule 5 Draft.","83Zfm-ph2Wo","sa829466"
"Antoine Kelly","MIL","LHP","R",0,9,"","40",2023,"High","19.9","6' 5""","185","L","L","2019 Draft Rnd 2 (MIL)","Wabash Valley JC (IL)","Unsigned by the Padres after the 2018 draft, Kelly's velocity spiked into the mid-90s. He'll bump 98 and has a big, athletic frame and fluid delivery, but Milwaukee will need to develop the rest.","","sa3011135"
"John Doxakis","TBR","LHP","A-",0,37,"","40",2022,"Med","21.2","6' 4""","215","L","L","2019 Draft Rnd 2 (TBR)","Texas A&M","Doxakis works 88-92 with solid average stuff as a pitchability lefty that can eat innings. His slider has great whiff rates in the zone that gives him a high floor as a matchup reliever.","","sa1115967"
"CJ Alexander","ATL","3B","AA",0,21,"","40",2021,"Med","23.3","6' 5""","215","L","R","2018 Draft Rnd 20 (ATL)","State College JC (FL)","C.J. Alexander and his brother, SS Blaze Alexander (IMG Academy HS in Florida, drafted by the Diamondbacks), were both drafted lower in 2018 than their talent suggested. Blaze slipped due to demands as an over slot high school pick, while C.J. was old for a junior college player and is limited to a corner, though scouts have some debate about which position is his best fit. C.J. had a big pro debut, getting to High-A and playing in instructs in a season that saw him in real games from late January until October. He has plus raw power and a plus arm, with deceptive contact skills and at least passable defense at all four corner spots. The upside is a low-end regular or the correct side of a corner platoon, which is more likely to happen if he continues to move quickly through the system. His pro ball batted-ball outcomes were lucky but he also played among the longest seasons in all of organized baseball, putting up big numbers at every level.","GksyNPnlXOo","sa3006912"
"Corey Ray","MIL","CF","AAA",0,10,"&darr;","40",2019,"High","25.1","5' 11""","185","L","L","2016 Draft Rnd 1 (MIL)","Louisville","Despite his notable 2018 statistical output -- 66 extra base hits, including 27 home runs, and 37 steals on 44 attempts at Double-A Biloxi -- we're still somewhat apprehensive about Ray and have him graded out exactly as we did last offseason, when he was coming off a terrible statistical campaign. Ray, long lauded for his makeup, made some adjustments to remedy the timing issues that plagued him in 2017. His front hip is clearing earlier, enabling him to catch some of the inside pitches that were tying him up last year. This has seemed to improve the quality of Ray's contact, but it hasn't remedied his strikeout issues. Ray struck out in 29.3% of his 2018 plate appearances and had a 17.5% swinging strike rate, the latter of which would rank as the 15th most frequent SwStr% in the majors last year. Ray swings through pitches in the zone fairly frequently and despite his prodigious physical abilities, his offensive profile feels unstable. His up-the-middle defensive profile gives him some wiggle room on offense, but he's not a very instinctive defender and is closer to average in center field than one might expect given his speed. Players can succeed despite heavy strikeouts; Chris Taylor's skillset looks an awful lot like Ray's (power, strikeouts, and a pedestrian defense at a premium position) and Taylor was a 3 WAR player last year. Ray's peak could look like that. He's also similar to players like Franchy Cordero, Brad Zimmer, late-career Colby Rasmus, and an even longer list of hitters who also have lean years when they don't hit and produce closer to replacement level. We expect peaks and valleys over the course of a long career from Ray.","9NBoNbU7Zy8","sa738510"
"Chris Betts","TBR","C","A",0,38,"","40",2021,"High","22.6","6' 2""","215","L","R","2015 Draft Rnd 2 (TBR)","Wilson HS (CA)","Betts was one of the most heavily-scouting prep prospects in recent memory, maturing early as a catcher with a plus arm and plus raw power from a strong prep program in Long Beach, CA that has produced five first round picks, including Aaron Hicks. Betts looked to be a mid-first round pick in 2015 when a medical showing that he would need Tommy John surgery caused him to slip to the second round. Betts missed the summer after signing for surgery, played 39 games in 2016, then played just seven games in 2017 due to injury. 2018 was his breakout year on many fronts: he stayed healthy the whole season, caught 63 of the 72 games he played, and made his first appearance at a full-season level. Betts turns 22 during spring training and still has plenty to prove -- some scouts that doubted his ability to catch as an amateur and some still do as a pro -- but the arrow is pointing up in that regard as well.","","sa874791"
"Joe Gray","MIL","CF","R",0,11,"","40",2023,"High","19.6","6' 3""","195","R","R","2018 Draft Rnd 3 (MIL)","Hattiesburg HS (MS)","On the surface, Gray looks like a pretty standard right field prospect. He's a projetable 6-foot-3, has present power and might grow into more, and he has some swing and miss issues due to poor breaking ball recognition. But upon extended viewing, Gray's feel for center field is advanced and he has a better chance to stay there than is typical for a prospect his size. Gray has had strikeout issues in the AZL (he missed AZL time with a respiratory issue, not an injury), during fall instructional league and against good high school pitching. We're skeptical of his ability to make sufficient contact but if he does, he'll be a power-hitting center fielder.","NPsN-Jjl0_c","sa3008005"
"Matt Krook","TBR","LHP","AA",0,39,"&darr;","40",2019,"High","25.0","6' 4""","225","L","L","2016 Draft Rnd 4 (SFG)","Oregon","Krook has one of the best 88 mph fastballs in the minors due to its dramatic sinking movement, which makes it capable of missing bats despite below-average velocity. His arm angle and the shape of his fastball create a pitch that looks very similar to Zach Britton's sinker, but with much less zip. Though the Giants, who traded him to Tampa as part of the Evan Longoria deal, tried to develop Krook as a starter early in his career, a combination of injury concern (bad delivery, flunked physical coming out of high school, TJ in college) and lack of control made it likely that he'd eventually move to the bullpen, and that transition -- or at least to a role where Krook throws a number of innings typical of a reliever; he may be a candidate to 'open', but we don't know for sure -- is underway. Krook used to live in the low-to-mid-90s and his drop in velocity is perhaps a red flag, considering his medical history. But it plays even at this velocity, and so do his two breaking balls, which benefit from the deceptive ugliness of his delivery.","GGvh55cS7rQ","sa737535"
"Payton Henry","MIL","C","A+",0,12,"","40",2022,"High","22.4","6' 2""","215","R","R","2016 Draft Rnd 6 (MIL)","Pleasant Grove HS (UT)","A bat-first high school catcher who was considered a long shot to stay behind the plate, Henry has made sufficient developmental progress as a defender and now projects to stay back there. Always in possession of a strong throwing arm, his once thick frame is now learner and more agile, enabling him to better handle the athletic burdens of catching. He also has huge raw power that he doesn't often get to in games because Henry's bat path causes him to drive the ball into the ground at a 50% clip and he's also prone to swing and miss. Now that Henry's defensive future is more in focus, he may just be a swing tweak away from a statistical breakout. ","te0tdDdnKks","sa918019"
"Michael Mercado","TBR","RHP",,0,40,"","40",2022,"High","20.5","6' 4""","160","R","R","2017 Draft Rnd 2 (TBR)","Westview HS (CA)","As the 2017 draft approached, it seemed like there was a strong possibility that Mercado would matriculate to Stanford. It was unclear if circumstances would align in such a way that he'd find a home; it would take a team that had a strong evaluation of Mercado (some teams were more apt to project on his fastball than others), a pick near where his talent level made sense, and the pool space to coax him away from college. It turned out the Rays were that team, and Mercado signed for $2.1 million, about $400,000 over slot, as a second rounder. After a year and a half of pro ball, Mercado's stuff is basically the same. His fastball resides in the low-90s and he'll show you an above-average curveball and changeup once in a while. He has better command than is usual for a pitcher this age and size, so he comfortably projects as a starter, likely of the No. 4 or 5 variety.","","sa3005024"
"Lucas Erceg","MIL","3B","AAA",0,13,"","40",2020,"High","24.5","6' 3""","200","L","R","2016 Draft Rnd 2 (MIL)","Menlo College","After initially looking like he was an egregious underdraft immediatley following his 2016 matriculation from Menlo, Erceg has been frustrating and enigmatic. The only constant has been his 70-grade arm. He's 24 now and some of our sources, no longer enamored with his bat, are ready to see him on the mound. (Erceg pitched in college at Cal and then, after he transferred, closed at Menlo.) When Erceg is going at the plate, he's dropping the bat head and golfing out pitches down and in, or flaying pitches away from him down the third base line for a double. But as his career has drawn on, his swing is often ill-timed and its components don't seem to be cohesive. He's also not extending through contact as dramatically as he was in college. Whatever the reasons for Erceg's struggles, he has hit. He has made progress as an infield defender, but he has to hit some to profile.  ","ZMIOPMWkA5c","sa872722"
"Sandy Gaston","TBR","RHP","R",0,41,"","40",2023,"High","17.9","6' 0""","190","R","R","2018 J2 (TBR)","Cuba","Gaston was a 15-year-old Cuban defector and right around his 16th birthday, he hit 100 mph on some guns in short stints working out for teams. That nearly unprecedented velocity for his age obviously garnered a lot of attention in the scouting community, though he was, as you'd guess, still very raw and often had 20 control when he was scraping triple digits. Gaston also isn't classically projectable in that his velocity is already at the top of the scale and he has a maturely-built frame at 6-foot, but he did some arm slot and arm action tinkering over the last few years that has affected his control and command. So while Gaston may get stronger as he physically matures, what's more important is the projection of his feel for pitching, which appears to be more natural at a three-quarters arm slot (more mid-90s velocity), where his arm action is also more naturally online than the higher slot where he was throwing harder and wilder. Gaston's best pitching performance was as the main event on the mound at the Victor Victor Mesa workout in Marlins Park where the better version of his arm slot, arm action, and control was first seen by a large scouting audience. His best off-speed pitch is a solid average curveball and he also has a changeup that flashes average, so the full stuff package, beyond just the fastball, is also top of the scale elite, but Gaston is also hard to project given the varied looks he's given scouts over the last year.","PB7HrCsfEUU","sa3011136"
"Carlos Rodriguez","MIL","CF","R",0,14,"","40",2022,"High","18.9","5' 10""","150","L","L","2017 J2 (MIL)","Venezuela","Rodriguez is a plus-plus-running center field prospect with a slash-and-dash approach at the plate. He is currently unable to turn on pitches and do any real offensive damage, but his defensive profile, speed, and hand-eye coordination make him an interesting follow. Barring a swing change that enables him to turn on more pitches, he projects as a fourth outfielder, but at age 18, there's lots of time for that adjustment. There's a pretty rare skillset at the core of Rodriguez's profile.","vcM5bfuL3e4","sa3005478"
"Adam Hill","MIL","RHP","A",0,15,"","40",2021,"Med","22.6","6' 5""","215","R","R","2018 Draft Rnd 4 (NYM)","South Carolina","The Brewers also acquired Adam Hill, the Mets 2018 4th round pick out of the University of South Carolina. Hill was dominant during the first four starts of his junior year, but his control disappeared once the Gamecocks began conference play. He struggled to throw strikes for two months leading up to the draft and fell to the fourth round. Hill does have good stuff. He'll sit 90-94 and his big, 6-foot-6 frame and lower arm slot combine to create a unique look for hitters. His slider breaks late and has good length when located to Hill's arm side, and Hill's changeup has good action because of his lower arm slot. His limited command probably relegates Hill to the bullpen eventually, but he has #4/5 starter stuff if he can develop better control in his mid-20s, which sometimes happens to pitchers this size. ","UuB2qG_7BI","sa876313"
"Andres Melendez","MIL","C","R",0,16,"&uarr;","40",2022,"High","18.4","5' 10""","170","R","R","2017 J2 (MIL)","Venezuela","Melendez is a very twitchy, athletic catcher with great mobility behind the plate. He also has advanced feel for contact and his relatively mature strength lets him hit for gap power presently. He's not very projetable so it's unlikely much power will be part of his profile at peak, but he at least has a backup skillset right now, and may be competent enough as an offensive player to be a regular if he hits for enough contact, which appears to be in play.","","sa3005523"
"Korry Howell","MIL","CF","A",0,17,"","40",2022,"High","21.2","6' 2""","175","R","R","2018 Draft Rnd 12 (MIL)","Kirkwood JC (IA)","Howell was a pleasant, toolsy, post-draft surprise whose combination of speed and crude bat control was too much for AZL defenses to deal with. A JUCO draftee would only turned 20 in September, Howell has some catalytic offensive qualities and a chance to play somewhere favorable on defense. He saw time at shortstop and third base during the summer and fall, but Eric and several scouts think he ends up in center field. Physical development will play a sizeable role in Howell's future, especially as far as his bat is concerned. He will be the age of a college sophomore in 2019.","G7MNiq2Aqso","sa3008238"
"Drew Rasmussen","MIL","RHP","AA",0,18,"&uarr;","40",2020,"High","24.3","6' 1""","225","R","R","2018 Draft Rnd 6 (MIL)","Oregon State","Rasmassen became famous for some dominant starts in college but had medical issues that led to a failed physical after the 2017 draft and two subsequent Tommy John surgeries. His velocity is back after the seoncd of those, comfortably in the upper-90s during what have mostly been 40 to 50-pitch outings. We have him evaluated as a reliever, though it's possible he'll be a multi-inning weapon.","","sa829799"
"Devin Williams","MIL","RHP","MLB",0,19,"&uarr;","40",2020,"High","25.1","6' 3""","165","R","R","2013 Draft Rnd 2 (MIL)","Hazelwood West HS (MO)","Has been hurt a lot and is now 25 and still walking lots of batters, but heater has touched 100 this year and breaking stuff fits in a relief role. ","NWfaOZ0wU_Q","15816"
"Trey Supak","MIL","RHP","AAA",0,20,"","40",2019,"Low","23.4","6' 5""","235","R","R","2014 Draft Rnd 2 (PIT)","La Grange HS (TX)","Supak owns a career 3.43 ERA and has now reached Double-A. He has an average four-pitch mix that works because he has above-average command, and because his fastball, which lives in the top part of the zone, has flat, tough-to-catch plane. When Supak misses his spot it's often in a place where he can't get hurt, essential because neither of his breaking balls--a relatively new curveball and a slider/cutter that we have labeled as a cutter, since we think it's best suited for use like a cutter--is nasty enough to live in the strike zone and instead are best when buried beneath it, or garnering awkward swings at floaters above the zone. He's a near-ready back-end starter.","","sa828707"
"Braden Webb","MIL","RHP","R",0,21,"","40",2020,"Med","24.5","6' 1""","195","R","R","2016 Draft Rnd 5 (MIL)","South Carolina","Webb was a rare, draft-eligible freshman because he had Tommy John as a senior in high school, then missed all of what would have been his freshman year at South Carolina while he recovered. He was a 21-year-old redshirt freshman when he was drafted in 2016. Webb's measurables don't properly capture his size; his broad shoulders mimic the shape and proportions of a generic minor league batter's eye. He has a mid-90s fastball and upper-70s curveball that pair well together, as the latter has sharp, vertical action and bat-missing depth. Webb continued to log innings as a starter up through Double-A, but he likely projects in relief. His changeup has improved and he was healthy throughout 2018, though his fastball control remains below-average. But the stuff is nasty enough that Webb could be a high-leverage or multi-inning reliever, especially if his fastball ticks up in a single, max-effort inning.","","sa876362"
"Jared Triolo","PIT","3B","A-",0,13,"","40",2023,"High","21.7","6' 3""","212","R","R","2019 Draft Rnd 2 (PIT)","Houston","Triolo is an above average defener at third base and has a chance for a 50 hit tool with fringy game power, but struggles with good breaking stuff.","","sa3010272"
"Luis Medina","MIL","RF",,0,22,"","40",2025,"Med","16.7","6' 2""","168","L","L","2019 J2 (MIL)","Venezuela","Tweener with power projection and pretty swing that likely ends up in right field. Some see him as a more physically projectable version of Jhon Diaz.","",""
"Juan Pie","PIT","RF","R",0,14,"","40",2024,"High","18.6","6' 2""","170","L","L","2017 J2 (PIT)","Dominican Republic","Until the late pickup of Ji-Hwan Bae, Pie was the top international signing for the Pirates, with a $500,000 bonus in the 2017 international signing period, the club's first after the dismissal of international director Rene Gayo. Pie was seen as a tools gamble, with classic everyday right field upside but crudeness typical for his age and build. 
He quickly shed much of that crudeness in a loud pro debut this summer in the DSL. Pie showed a little bit of everything, and we think the upside is that of a 5 hit, 6 power, 5 run/defense type everday right fielder, but it's still early to be projecting a 5 bat with any certainty given that Pie hasn't played stateside yet. That said, there are prospects in the Top 100-- who went in the first round in 2018 -- who have this kind of upside, and Pie could be alongside them if he can repeat this kind of performance for the next few years.","rWlW72udRo4","sa3005531"
"Thomas Dillard","MIL","1B","A",0,23,"","40",2022,"High","22.2","6' 0""","230","S","R","2019 Draft Rnd 5 (MIL)","Ole Miss","Switch-hitter who takes huge, uppercut hacks from both sides of the plate. Unlikely to catch in pro ball.","","sa3011308"
"Steven Jennings","PIT","RHP","A",0,15,"","40",2021,"High","21.0","6' 2""","175","R","R","2017 Draft Rnd 2 (PIT)","DeKalb HS (TN)","Jennings was a dual-threat quarterback at DeKalb and was actually the MVP of his high school's classification as an underclassman. He blew out his ACL on the football field the following fall, and yet he was back on the mound the following spring and pitched well enough for the Pirates to offer him $1.9 million as a second rounder (he was committed to Ole Miss). 
Jennings can really spin it but his velocity has waxed and waned as a pro, hovering anywhere between the upper-80s and low-80s. Each of his two breaking balls has premium raw spin, but Jennings release of them, epsecially the slider, hasn't become consistent enough yet for them to play like plus pitches. At age 20, Jennings is still an uncooked, developmental project, but his athletic ability and talent for spinning the ball mean he could really break out if things click mechanically.","","sa3004812"
"Clayton Andrews","MIL","LHP","AA",0,24,"","40",2021,"Med","22.8","5' 6""","160","L","L","2018 Draft Rnd 17 (MIL)","Long Beach State","Andrews is weird. He's just 5-foot-6 and throws in the upper-80s but he has two really excellent secondary pitches in his curveball and changeup. He played two ways at Long Beach State and performed well (54 K's, 7 BB's in 33 pro innings) after signing. We don't know what he is but we think it's something.","","sa3007226"
"Ji-Hwan Bae","PIT","SS","A",0,16,"","40",2022,"High","20.3","6' 1""","170","L","R","2017 J2 (PIT)","South Korea","Bae originally agreed to terms with the Braves, but that contract was never approved as the deal was voided as part of the sanctions for Atlanta's international indiscretions. Bae hit the market anew and signed for $1.25 million with the Pirates. Last month, Bae was found guilty of assaulting his former girlfriend in Korea in an incident that occurred on New Year's Eve 2017; it's unknown whether or not MLB will suspend him now that the case has concluded. 
Scouts in the Pacific rim likened Bae's skills to those of Hak-Ju Lee, as Lee was also a speedy, contact-oriented shortstop at this age. Bae posts 60 and sometimes 70- grade run times from home to first and has advanced contact skills, with a swing familiar to many in Japan's NPB. There isn't much strength or power to his offensive game. An interesting aspect of Bae's development will be his transition from largely turf infields in Korea to grass and dirt in America. His arm appears to be below-average at times due to a quick-flip throwing motion. It was fine for first basemen in Korea to field balls on a clean hop of the turf, but it's not ideal for pro ball here in the States. Most scouts think there's the ability to stick at short, it just isn't always evident to scouts without this context.","","sa3006895"
"Lun Zhao","MIL","RHP","R",0,25,"","40",2024,"High","18.2","5' 10""","150","R","R","2017 J2 (MIL)","China","Zhao is one of very few Chinese players in pro ball--we know of two others: Itchy Xu (BAL) and Hai-Cheng Gong (PIT)--and is the most talented. The 17-year-old broke off some ferocious curveballs during instructional league that elicited verbal expletives from onlooking scouts. His fastball control is very raw. Right now, Zhao is just a very young developmental project who can really spin it.","p8iRbBIWpXo","sa3008575"
"Cody Bolton","PIT","RHP","AA",0,17,"","40",2021,"High","21.4","6' 3""","185","R","R","2017 Draft Rnd 6 (PIT)","Tracy HS (CA)","Bolton had a strong start to his 2018 season before he was shut down in July with a shoulder issue. He didn't pitch for the rest of the summer. Healthy Bolton touches 95 and will show you an above-average slider and average changeup. He sat 86-90 as a rising high school senior but has since altered the timing of his arm swing for the better, and the resulting velo is fairly new. Because his delivery is somewhat grotesque and Bolton has now had a shoulder problem, there's apprehension about his health. He was breaking out, then just broke, so now we're in wait-and-see mode regarding his stuff.","","sa3004975"
"Nick Kahle","MIL","C","R",0,26,"","40",2023,"Med","21.7","5' 10""","210","R","R","2019 Draft Rnd 4 (MIL)","Washington","Thick-bodied catcher with limited tool, but has some pull power. Very good at diagnosing balls and strikes.","","sa1115979"
"Braxton Ashcraft","PIT","RHP","A-",0,18,"","40",2022,"High","20.1","6' 5""","195","L","R","2018 Draft Rnd 2 (PIT)","Robinson HS (TX)","A two-sport star in high school, Ashcraft kind of got lost amid the many talented prep arms in the 2018 class, but he was in the second tier, wire-to-wire, for the clubs that emphasize athleticism and projection. He pitches in the low 90's with an average-ish fastball, a slider that flashes above-average, and a repeatable delivery that can produce above-average command. This is a prototypical high school projection arm: size, arm strength, some spin, and premium athleticism. Pittsburgh has now take a multi-sport athlete with each of their last two second round picks. Elevating Ashcraft above other prep arms in the system is his more consistent velocity, health and physical and technicaly projection.","7afqKX8xrHQ","sa3008470"
"Je'Von Ward","MIL","RF","A",0,27,"&uarr;","40",2023,"High","20.0","6' 5""","190","L","R","2017 Draft Rnd 12 (MIL)","Gahr HS (CA)","Long a notable amateur prospect due to his projectable, wide receiverish frame, Ward has made significant mechanical progress and is already much more of a refined baseball player than he was a senior in high school. He's still mostly a lottery ticket frame who you're hoping grows into big power, but now his underlying skills have started to develop.","ohYn88GtnlU","sa3004969"
"Will Craig","PIT","1B","AAA",0,19,"","40",2019,"Med","25.0","6' 3""","235","R","R","2016 Draft Rnd 1 (PIT)","Wake Forest","At some point, Craig made a subtle swing change that yielded a drastically different batted ball profile in 2018. He had already added a leg kick earlier in his pro career after raking at Wake Forest without one, but he altered how his hands set up, which more effectively changed his angle of attack. His ground ball rate dropped from 46% to 30% and he slugged 53 extra-base hits last year. The increased lift also caused Craig's peripherals to shift slightly (the BB% down, the K% up) and his OBP tanked, but we like Craig's chances of hitting for enough power to profile at first base more now than we did a year ago. His profile is almost exactly like that of Astros 3B/1B J.D. Davis who, like Craig, also pitched in college.","CHY1Qm1jLtE","sa738696"
"Pablo Abreu","MIL","CF","A",0,28,"","40",2023,"Med","20.0","6' 0""","170","R","R","2016 J2 (MIL)","Dominican Republic","Abreu's combination of instincts and speed give him a fair chance to stay in center field, but he's not a lock to remain there. He has above-average bat speed but his ultra-conservative lower half usage hampers his in-game power production. He might suddenly start hitting for more game power with a small change in that regard. Though just 19, Abreu has already added a lot of good weight since signing. His frame already looks maxed out, so there's not a whole lot of raw power projection left here, and if there is, it'll come at the cost of Abreu moving to an outfield corner. ","rCLESU27z4c","sa3003329"
"Travis MacGregor","PIT","RHP","A",0,20,"","40",2021,"High","22.0","6' 3""","180","R","R","2016 Draft Rnd 2 (PIT)","East Lake HS (FL)","One of two East Lake high school pitchers who were drafted in 2016 (the Mets' Christian James is the other), things were starting to come together for MacGregor before he blew out and needed Tommy John in September. His strong start to the season was first derailed by a deltoid issue that forced him to the DL in mid-May. He missed five weeks, then returned to Low-A West Virginia and pitched well until late-August when he was again shut down. He'll likely miss all of 2019 due to the timing of his surgery. 
MacGregor's velocity spiked late during his high school career and the Pirates jumped on him earlier in the draft than he was expected to go. He was only sitting 90-91 and topping out at 94 at the time. Before the elbow went, he was 90-94, touching 97, and locating a qualitty breaking ball. He has mid-rotation upside if his stuff comes back after surgery.","","sa917950"
"Bobby Wahl","MIL","RHP","MLB",0,29,"","40",2019,"Med","27.6","6' 2""","210","R","R","2013 Draft Rnd 5 (OAK)","Ole Miss","Wahl, who turns 27 in March, was part of the two-player package Oakland sent to the Mets for Jeurys Familia last summer. He has just twelve career big league innings at this age mostly because Wahl missed extended development time due to multiple surgeries, including one in 2017 to remedy Thoracic Outlet Syndrome. His stuff was back last year. Wahl's fastball sits in the mid-90s and will touch 99. He has a four-pitch mix but works primarily with the fastball and a power, mid-80s breaking ball that has bat-missing vertical action. A firm cutter and changeup are also folded in on occasion. Wahl has set-up man stuff but below average command and more significant injury risk than most pitching prospects.","LQLpT6i-mMc","14832"
"Mason Martin","PIT","1B","A+",0,21,"&uarr;","40",2022,"Med","20.4","6' 0""","205","L","R","2017 Draft Rnd 17 (PIT)","Southridge HS (WA)","Martin has done nothing but perform in pro ball but as an unheralded 6'0 prep first baseman from Washington, we needed to see some numbers against good pitching before we stuck him on the list. A really loud 2019 with tons of in-game power over Low-A and High-A is more than we were expecting. There's going to always be strikeouts and its power-over-hit and first-base-only but he's making it work.","","sa3004885"
"Stephen Alemais","PIT","SS","AA",0,22,"","40",2020,"Med","24.6","6' 0""","190","R","R","2016 Draft Rnd 3 (PIT)","Tulane","Alemais is one of the most acrobatic and athletic defensive players in the minors and began seeing most of his reps at second base, not because he's an incapable shortstop, but because he was teammates with Cole Tucker. Alemais' glove is so good that we consider him likely to play some kind of big league role, despite being unlikely to hit. His hands lack life; to Alemais' credit, he's done his best to find a way to hit the ball harder by taking high-effort swings, and he hasn't lost any contact ability in the process. This is an intense, hard-working athlete with some physical shortcomings that will likely limit his role, but he has elite defensive skill and is tough to strike out, which means he has a watered down version of Andrelton Simmons' skillset.","","sa874070"
"Beau Burrows","DET","RHP","AAA",0,15,"&darr;","40",2019,"Med","23.1","6' 2""","200","R","R","2015 Draft Rnd 1 (DET)","Weatherford HS (TX)","Burrows was on the scouting radar early in his prep career when he was hitting the mid-90s at tournaments after his sophomore year of high school. He had an extreme spine tilt at this point, bending his upper body at an almost 45-degree angle toward first base when he released the ball, but his breaking ball was above average and his strike-throwing wasn't bad. As he entered pro ball, the Tigers worked on fixing this posture issue as they saw their first rounder as a potential mid-rotation starter. Since then, his stuff has ranged from being flat to regressing a bit. We can't say the lower effort is directly leading to the stuff not holding, but some pitchers have to dial things back a bit to pitch like a starter needs to and Burrows appears to be one of them. 
As many power prep arms learning to become starters do, Burrows' breaker has become closer to average while his changeup is now the superior pitch (Ian Anderson is another example) and the upside is now more of a fourth starter. The just-okay numbers in Double-A indicate that Burrows either shouldn't be working at the top of the zone or doesn't yet have the combination of command and sequencing to make it work.","wrcFf1O63-8","sa874682"
"JT Brubaker","PIT","RHP","A-",0,23,"","40",2019,"Med","26.0","6' 4""","175","R","R","2015 Draft Rnd 6 (PIT)","Akron","Brubaker was the Pirates' 2018 Minor League Pitcher of the Year after posting a 2.81 ERA over 28 Double and Triple-A starts. He has been remarkably durable as a pro, only requiring a single DL stint in 2017, and even that was only due to a blister. He added a curveball that wasn't there (at least, wasn't used in Eric's Fall League looks) in 2017 and it became his best secondary pitch. It's a good 12-6 curveball in the low-80s and Brubaker complements it with a hard slider in the 88-90 mph range. 
Brubaker's fastball doesn't have bat-missing life or ride, but he knows how to attack hitters with his two breaking balls and should fit in the back of a rotation or in a relief role. ","","sa875176"
"Carlos Guzman","DET","RHP","AAA",0,16,"","40",2022,"High","21.5","6' 0""","170","R","R","2014 J2 (DET)","Venezuela","Guzman spent his first two pro seasons hitting .144 before the Tigers decided to move him from the infield to the mound, a decision that now looks brilliant after Guzman's breakout 2018. With just 25 innings of affiliate experience to his name, Guzman went to the college prospect-laden New York-Penn League as a 20-year-old and struck out a batter per inning over 12 starts, while walking just 14 hitters all summer. 
He is an exceptional on-mound athlete, who quickly took to an impact, low-80s changeup, which has bat-missing tail. A narrow, smallish frame and Guzman's tendency to baby his offspeed stuff into the zone are present issues, but the latter of these should be remedied with time and experience. Guzman has a bad breaking ball, and while breaking ball quality typically isn't something that improves very much over time, Guzman is so new to pitching that he may not yet have the right feel/grip on his breaker. The spin rate on his low-80s slider is beneath that of his fastball. Typically the inverse is true, and it's a sign that there's probably a grip issue, something that can be remedied. We'll see how the body and stuff develop, but Guzman is pretty exciting and has a shot to eventually be a No. 4 starter if you're willing to project lots of late-arriving attributes because of his athleticism and background.","","sa871477"
"Braeden Ogle","PIT","LHP","A+",0,24,"","40",2022,"High","22.3","6' 2""","170","L","L","2016 Draft Rnd 4 (PIT)","Jensen Beach HS (FL)","Of the similarly-aged pitching prospects on this list, Ogle actually has the best present stuff. He'll bump 96 from the left side and his mid-80s slider is already above-average. But Ogle has had trouble staying healthy. He had knee surgery in 2017, was shut down with shoulder inflammation in April of 2018, and didn't pitch for the rest of the year. If a move to the bullpen occurs to try to keep Ogle healthy, we think he could move quickly as a two-pitch lefty reliever.","","sa917989"
